user|tweet|created_at
prudhvitillu333|Lyricist @boselyricist Garu with @TomCruise 🤯🔥❤️‍🔥.  #RRRMovie #TopGunMaverick #Oscars https://t.co/XGzjJt8Nhb|2023-02-14 19:06:36+00:00
AnnZelly_|Paul Mescal says his favorite #Oscars moment was Olivia Colman winning Best Actress for The Favourite: “I remember watching it and crying along with her.”  One year later, he starred alongside Colman in Maggie Gyllenhaal’s The Lost Daughter, his very first movie. https://t.co/usp60I1cEj|2023-02-14 19:06:32+00:00
higgs_landon|Tom Cruise is sitting with #EverythingEverywhereAllAtOnce director Daniel Kwan l, actress Michelle Williams and cinematographer Roger Deakins at the #Oscars luncheon....@Variety https://t.co/8XC8z8Sdg1|2023-02-14 19:06:31+00:00
antigonebad|Doesn't matter which hits @rihanna chooses for her #SBLVII half-time performance–we know it will be 🔥.  Rihanna is the #RIAATopCertified female artist for digital singles in the Gold &amp; Platinum program with 161.5 million #RIAATopCertified units 🤯  https://t.co/FYlaCePthg|2023-02-14 19:06:29+00:00
Bengiamino|#Oscars2023: Best director #MartinMcDonagh, #TheBansheesofInisherin #DanielKwan and #DanielScheinert, #EverythingEverywhereAllatOnce #StevenSpielberg, #TheFabelmans #ToddField, #Tár #RubenÖstlund, #TriangleofSadness  #HollywoodCiak #Oscars #AcademyAwards https://t.co/pS7uoPhHPb|2023-02-14 19:06:15+00:00
Harrypot46|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 19:06:01+00:00
Izabod13I|Will another Paramount Pictures billion-dollar blockbuster hailed as one of the biggest theatrical experiences of its time &amp; powered by a suspected madman win Best Picture? By @Robertdoc1984   #Oscars #TopGunMaverick #Titanic #Awards #Cinema #FilmTwitter https://t.co/HM0LRsBbro|2023-02-14 19:05:59+00:00
Bengiamino|#Oscars 2023: Best picture #AllQuietontheWesternFront #AvatarTheWayofWater #TheBansheesofInisherin #Elvis #EverythingEverywhereAllatOnce #TheFabelmans #Tár #TopGunMaverick #TriangleofSadness #WomenTalking  #HollywoodCiak #Oscras2023 #AcademyAwards https://t.co/pS7uoPhHPb|2023-02-14 19:05:44+00:00
unite_and_fight|THE SILENCE OF THE LAMBS was released on this day 1991. It went on to make history by being one of only three films to win Best Picture, Director, Actor, Actress and Screenplay at the Oscars. https://t.co/4c7ViJdVIl|2023-02-14 19:05:22+00:00
Zulzamani_|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 19:05:22+00:00
JodiBee|Bit of a head scratcher, this one. #aftersun #AftersunMovie has 1 #Oscars nomination. https://t.co/F8TVfcBpvT https://t.co/ZpddBbOOOL|2023-02-14 19:05:19+00:00
TristianCirca89|The #Oscar for #BestActress should go to the best performance - yes, absolutely.  But the Oscars have been around for 94 years and still, only 1 woman of colour (Halle Berry) has won.  Those numbers make it clear that it has never solely been about the performance. https://t.co/cbjsbIQCqh|2023-02-14 19:05:10+00:00
wsb_ande|@WANCHRBAROMANCE @TheOutwaters @ScreamboxTV I blame AMC's Oscars showcase. Waterfront is usually pretty good at having at least one screen for the tiny films.|2023-02-14 19:04:58+00:00
Tinabelair6|About to officially begin...the #Oscars nominees are nearly seated. https://t.co/FN6hXfNPKY|2023-02-14 19:04:30+00:00
Millz11881928|📸 Austin Butler at the 95th Annual Oscars Nominees Luncheon #Oscars2023 https://t.co/5Eylo3CR8B|2023-02-14 19:04:25+00:00
_Born2Kill_|One of the best moments in #Oscars history occurred when Miky Lee, the vice chairwoman of CJ Group was urged by the crowd including Tom Hanks &amp; Charlize Theron to give Best Picture speech.  “I love his (Bong Joon-ho) crazy hair.” https://t.co/m36VJy0dfF|2023-02-14 19:04:23+00:00
chandu__NTR|Maestro @mmkeeravaani Garu Confirmed That #NaatuNaatu Will Be A Live Dance Performance At The @DolbyTheatre ❤️‍🔥🕺🎵🎶. @TheAcademy #Oscars #AcademyLuncheon  https://t.co/SfuIfUEx0u|2023-02-14 19:04:12+00:00
nacidadenuev0|#ARREPENTIRSE= CAMBIAR LA MENTE Y VOLVERSE A DIOS. Rihanna Sandy Hook #Oscars #OhioTrainDisaster Camilla Blame Trump Nikki Haley DO SOMETHING South Carolina #GunControlNow The NRA Gretchen Whitmer Veterans Make in India #GunReformNow Belize Roses Guns #VienenJuiciosALaTierra https://t.co/AUsELYVFoO|2023-02-14 19:04:04+00:00
JaecheonDeshawn|The Oscars one year ago https://t.co/YczbcEXvg5|2023-02-14 19:03:58+00:00
DiDiMyDarling1|@HuffPost He should never be able to go back to the Oscars.|2023-02-14 19:03:53+00:00
JRtarakfan9999|Lyricist @boselyricist Garu with @TomCruise 🤯🔥❤️‍🔥.  #RRRMovie #TopGunMaverick #Oscars https://t.co/XGzjJt8Nhb|2023-02-14 19:03:45+00:00
NextBestPicture|Will another Paramount Pictures billion-dollar blockbuster hailed as one of the biggest theatrical experiences of its time &amp; powered by a suspected madman win Best Picture? By @Robertdoc1984   #Oscars #TopGunMaverick #Titanic #Awards #Cinema #FilmTwitter https://t.co/HM0LRsBbro|2023-02-14 19:03:17+00:00
PawsUp_Taiwan|tom cruise will forever be more relevant than the oscars 🙏 https://t.co/M3X8oHRylD|2023-02-14 19:03:10+00:00
Doublestt|First photos of Cate Blanchett at today's Oscars Nominees Luncheon https://t.co/iMXatB07BM|2023-02-14 19:03:09+00:00
Rohith48177814|@selvadgr82013 @netflix_babu @Suriya_offl @ssrajamouli @mmkeeravaani @boselyricist @kaalabhairava7 @Rahulsipligunj @tarak9999 @AlwaysRamCharan @actorvijay What the shit covering so you decided Tamil movies don't get Oscars started he is a Tamil man any Day Telugu movies &gt;&gt;&gt;&gt;&gt;&gt;|2023-02-14 19:03:06+00:00
angelwolf71885|Will Smith slap handled inadequately, Oscars president says https://t.co/GEYGU62lFA|2023-02-14 19:02:47+00:00
ikhwansolveig|The class photo for the 2023 #Oscars https://t.co/y4FcSCzl39|2023-02-14 19:02:35+00:00
_VerumRex_|Paul Mescal at the #Oscars luncheon https://t.co/hlZNnjgpWb|2023-02-14 19:02:34+00:00
Charlot96404435|@AntonioSabatoJr He's trying out for the Oscars.|2023-02-14 19:02:29+00:00
afterrsun|i want to know if he was posting first love / late spring on his IG story before or after the oscars luncheon https://t.co/fTB1gN9gUk|2023-02-14 19:02:28+00:00
ayeshavashava|Malala at the Oscars in salwar kameez &amp; dupatta. People who take about 5 seconds to become proud of a white woman praising Biryani also seem to think malala is a foreign agent.. https://t.co/QmnBY4xPcX|2023-02-14 19:02:19+00:00
PawsUp_Taiwan|Lady Gaga at the Oscars https://t.co/wtShcEDTlA|2023-02-14 19:02:14+00:00
elpodcastgeek|Angela Bassett: 'I did what I came to do. And I did it well' 👑 https://t.co/tpU9tbp09t|2023-02-14 19:02:12+00:00
CheerFessions1|Worlds should have a glambot for teams like at the Oscars  -anon|2023-02-14 19:02:12+00:00
RajabAlmukarrom|Paul Mescal talks starring opposite Andrew Scott in Andrew Haigh’s ‘STRANGERS’:   “[Andrew] Scott is going to be– touch wood, from my watching on my end, that was beautiful. His performance was so good, just being beside him.”  https://t.co/7Al1PnBUqL https://t.co/8UXMPekQbZ|2023-02-14 19:02:11+00:00
sivancxnnor|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 19:01:55+00:00
ning_yake_beku|Watch #KicchaSudeep sing the super hit title track from Just Maath Maathalli, talking about his journey, what he thinks about Oscars &amp; more at 9:30PM on @CNNnews18 today. #CNNNews18TownHall #SensationalSouth https://t.co/KQ4GEdH7Xf|2023-02-14 19:01:41+00:00
PawsUp_Taiwan|@TopGunMovie #Oscars #BestOriginalSong goes to @LadyGaga - #HoldMyHand  #女神卡卡 #捍衛戰士 #LadyGaga #topgun #TopGunMaverick #AlbumoftheYear #SongoftheYear #RecordoftheYear #ArtistOfTheYear #VideooftheYear #GRAMMYs #BAFTAs #GoldenGlobes #CriticsChoice @TomCruise  https://t.co/d5B7fk4Nvq|2023-02-14 19:01:40+00:00
Piticulmic|tom cruise will forever be more relevant than the oscars 🙏 https://t.co/M3X8oHRylD|2023-02-14 19:01:29+00:00
ricardomaxy|THE SILENCE OF THE LAMBS was released on this day 1991. It went on to make history by being one of only three films to win Best Picture, Director, Actor, Actress and Screenplay at the Oscars. https://t.co/4c7ViJdVIl|2023-02-14 19:01:27+00:00
BiancaA81694606|“Taking a picture with the opposition!”   Best Actor nominees Colin Farrell and Austin Butler reunite at the #Oscars luncheon today. https://t.co/KqPMCOoz49|2023-02-14 19:01:08+00:00
nagase69083194|TOM CRUISE AT THE OSCARS https://t.co/mn2lxspKhl|2023-02-14 19:01:04+00:00
its_Rockel_|I'm looking for Jflop like 👓 @FarrisFlagg @low_anti @PriscillaPetra1 #OscarNoms       #Oscars https://t.co/LkXTRc27au|2023-02-14 19:01:01+00:00
nolaboy96|Austin Butler at the #Oscars luncheon https://t.co/VHj5F8kCTL|2023-02-14 19:01:00+00:00
nolaboy96|Angela Bassett at the #Oscars luncheon https://t.co/jPn1x2PyEg|2023-02-14 19:00:52+00:00
nolaboy96|Academy Award nominees Colin Farrell and Austin Butler at the Oscars luncheon https://t.co/FqOPxEzviG|2023-02-14 19:00:22+00:00
_j4mesdean|THE SILENCE OF THE LAMBS was released on this day 1991. It went on to make history by being one of only three films to win Best Picture, Director, Actor, Actress and Screenplay at the Oscars. https://t.co/4c7ViJdVIl|2023-02-14 19:00:20+00:00
RANDOMB73786866|‘Puss in Boots: The Last Wish’ Director Joel Crawford Says Animation Deserves More Respect https://t.co/0q1vDILKGf via @variety|2023-02-14 19:00:17+00:00
nolaboy96|Best Actor nominee Paul Mescal at the #Oscars luncheon  https://t.co/CozyJVbvbB|2023-02-14 19:00:14+00:00
dayton247now|@LeoDiCaprio’s dating life has become a trending topic after he was spotted once again with a younger woman. https://t.co/H0Z8Cx0rfp|2023-02-14 19:00:02+00:00
MendezMovieRPT|ICYMI; Happy Valentine's Day! Next two weekends are going to be *pivotal* in the jostling for who can win at the #Oscars so here's my current projections for all 23 categories as we head into the true playoffs of awards season:  https://t.co/RYciakE27g|2023-02-14 19:00:00+00:00
nolaboy96|Ke Huy Quan, Angela Bassett, Tom Cruise, Brian Tyree Henry and Kerry Condon at the Oscars luncheon https://t.co/sISU2qCCcl|2023-02-14 18:59:54+00:00
nacidadenuev0|#ARREPENTIRSE= CAMBIAR LA MENTE Y VOLVERSE A DIOS. Sandy Hook #OhioTrainDisaster DO SOMETHING #Oscars Drake Lovely Robyn South Carolina Camilla Nikki Haley #GunControlNow Kirby Gretchen Whitmer Veterans Bajans The NRA Valentine's Day #GunReformNow Riri #VienenJuiciosALaTierra https://t.co/jXdnAAXrns|2023-02-14 18:59:31+00:00
MJNTR99999|Lyricist @boselyricist Garu with @TomCruise 🤯🔥❤️‍🔥.  #RRRMovie #TopGunMaverick #Oscars https://t.co/XGzjJt8Nhb|2023-02-14 18:59:31+00:00
flukeusa|THE SILENCE OF THE LAMBS was released on this day 1991. It went on to make history by being one of only three films to win Best Picture, Director, Actor, Actress and Screenplay at the Oscars. https://t.co/4c7ViJdVIl|2023-02-14 18:59:23+00:00
_bigSnek|0 buzz for the Oscars man|2023-02-14 18:59:04+00:00
lazy_gomgom|Tom Cruise attends the 95th Annual Oscars Nominees Luncheon at The Beverly Hilton on February 13, 2023 https://t.co/T6KAEpJ453|2023-02-14 18:59:03+00:00
ianschog|@Uncle_Phil_1 @KySportsRadio @KSBarAndGrille Bc there is no possible way to prove drag is pornography. Society has supported drag for years at this point and never once considered it adult only. How many Oscars did Tootsie win? What was it rated? What was Mrs Doubtfire rated? Can't label something porn bc you don't like it.|2023-02-14 18:58:42+00:00
RRanjan1986|@elitepredatorss I feel a number of cowards are in many decision making positions. Be it avoiding sending nationalist movies to Oscars, or removing this tail art to avoid some imaginary controversy. They are spineless, afraid to show strength, confidence and convictions in their own beliefs.|2023-02-14 18:58:41+00:00
turmeric3caps|"Top Gun: Maverick" star Miles Teller says the #Oscars missed the mark by failing to nominate Tom Cruise for best actor. https://t.co/hIg26KLHhU|2023-02-14 18:58:30+00:00
LuRKForever|Paul Mescal says he’ll watch his film FOE, also starring Saoirse Ronan, this week.  “I’m actually going to see Foe with Saoirse this week. She saw it and seemed to be really happy with it, so I’m really excited to see that.”  (https://t.co/JohuGTfND8) https://t.co/ZBZX8EKuJL|2023-02-14 18:58:27+00:00
agosbrina|Best Actor nominee Paul Mescal at the #Oscars luncheon  https://t.co/CozyJVbvbB|2023-02-14 18:58:03+00:00
John_Connor_H|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 18:57:55+00:00
jremi149|Someone shared: Leonardo DiCaprio, 47, faces backlash for only dating women under 25 https://t.co/7puiSMsjXS  ***Wyoming and Tennessee GQP want to marry and have sex with 10 year old children...I think that's a bigger PROBLEM than who Leo dates...***|2023-02-14 18:57:53+00:00
justasimpp_|Hong Chau and Brendan Fraser at the #Oscars luncheon https://t.co/qd7ov8v6YE|2023-02-14 18:57:48+00:00
pympA25|Karla Otto highlighted JISOO's power which contributed over 63% to #DiorCouture EMV.   "Dior guest-list is like the Oscars of Couture. Amongst the latter, #JISOO once again comes out on top; her appearance at Dior generated more visibility..." https://t.co/A4SYiFliON #지수 https://t.co/Sb72286pWr|2023-02-14 18:57:27+00:00
F_FAHAD_x|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 18:57:21+00:00
LUISVAzquez543|First-time Oscar nominees Paul Mescal and Michelle Yeoh at the #Oscars luncheon ✨ https://t.co/80rWu3gd34|2023-02-14 18:57:19+00:00
ramgane62650867|" Have you started rehearsals (for #NaatuNaatu ) yet for the performance at the Oscars.  How many people you are bringing over from India ? "  @mmkeeravaani garu : "It's a combination of singers from India &amp; lots of dancers from L.A"  #MMKeeravani #AcademyLuncheon @boselyricist https://t.co/aPpvYjgsPu|2023-02-14 18:57:17+00:00
brunolls_1110|Ke Huy Quan has shared his selfies with Tom Cruise, Brendan Fraser, Hong Chau, Angela Bassett and Brian Tyree Henry from the #Oscars luncheon. https://t.co/6etbLnUrd9|2023-02-14 18:57:04+00:00
scotty1123|Paul Mescal says he’ll watch his film FOE, also starring Saoirse Ronan, this week.  “I’m actually going to see Foe with Saoirse this week. She saw it and seemed to be really happy with it, so I’m really excited to see that.”  (https://t.co/JohuGTfND8) https://t.co/ZBZX8EKuJL|2023-02-14 18:57:01+00:00
iamsrikanthn|@mmkeeravaani   @boselyricist In Los Angeles😍😍 Oscars Nominees Celebrated at Luncheon  #Oscars2023 #NaatuNaatu https://t.co/MPjdvmnSle|2023-02-14 18:56:25+00:00
bernese02|@keybehaviours I loved it. I do hope it does well at the Oscars. The ending was exquisite, wasn't it?|2023-02-14 18:55:56+00:00
BloodBoundCilla|Can't wait for the Oscars https://t.co/1GgcIqwZuW|2023-02-14 18:55:40+00:00
KVishwadhar|Thank You SSR 🫶 #RRR 🔥 ♥️ Telugu Pride 🤝 Indian Pride 🤗  #NaatuNaatu #RamCharan #Oscars https://t.co/7MBLitQbAp https://t.co/WdBTASwtei|2023-02-14 18:55:17+00:00
wmelucci069|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 18:54:58+00:00
paumartinsg|Paul Mescal at the #Oscars luncheon https://t.co/3gcKlKPOup|2023-02-14 18:54:56+00:00
FredTheFlop|The class photo for the 2023 #Oscars https://t.co/y4FcSCzl39|2023-02-14 18:54:52+00:00
justasimpp_|Colin Farrell arrives at the #Oscars luncheon https://t.co/tFqcqg6Ys7|2023-02-14 18:54:43+00:00
FredTheFlop|Ke Huy Quan has shared his selfies with Tom Cruise, Brendan Fraser, Hong Chau, Angela Bassett and Brian Tyree Henry from the #Oscars luncheon. https://t.co/6etbLnUrd9|2023-02-14 18:54:36+00:00
RamasScreen|#Throwback #Tuesday #TBTuesday #ThrowbackTuesday to 2018, interviewing Hong Chau on the red carpet. https://t.co/LKkjyCpnRR  Angela Bassett is gonna win the Oscar for Best Supporting Actress, deservedly so. But as an Asian-American, I gotta cheer for Hong Chau  #Oscars #HongChau https://t.co/5uB6B0ojhz|2023-02-14 18:54:36+00:00
nacidadenuev0|#ARREPENTIRSE= CAMBIAR LA MENTE Y VOLVERSE A DIOS #Armenian #OhioTrainDisaster #Oscars DO SOMETHING Rihanna Sandy Hook Camilla Nikki Haley Russia South Carolina Ukraine Kirby #GunControlNow Gretchen Whitmer The NRA Ukrainian wandering around #ValentinesDay #VienenJuiciosALaTierra https://t.co/qeRUWUzkZR|2023-02-14 18:54:34+00:00
srisaiganeshb|The class of #Oscars    2023 💥  Best Original Song composer @mmkeeravaani 🎶 and lyricist @boselyricist ✍🏼 #NaatuNaatu  from #RRR at the #AcademyLuncheon for 2023 #AcademyAwards        #OscarsLuncheon #RRRMovie #Oscars95    #Oscars2023 https://t.co/HmpO2g2kwR|2023-02-14 18:54:25+00:00
XeboattackR|Paul Mescal talks starring opposite Andrew Scott in Andrew Haigh’s ‘STRANGERS’:   “[Andrew] Scott is going to be– touch wood, from my watching on my end, that was beautiful. His performance was so good, just being beside him.”  https://t.co/7Al1PnBUqL https://t.co/8UXMPekQbZ|2023-02-14 18:54:25+00:00
atiko024_lol|Karla Otto highlighted JISOO's power which contributed over 63% to #DiorCouture EMV.   "Dior guest-list is like the Oscars of Couture. Amongst the latter, #JISOO once again comes out on top; her appearance at Dior generated more visibility..." https://t.co/A4SYiFliON #지수 https://t.co/Sb72286pWr|2023-02-14 18:54:12+00:00
CharlesKaupke|@SawyerHackett Same could be said of the money the Left spends on putting on the Grammys, the Oscars, the Met Gala, etc., and they clothes they wear to those events.|2023-02-14 18:54:00+00:00
ramgane62650867|Thank You SSR 🫶 #RRR 🔥 ♥️ Telugu Pride 🤝 Indian Pride 🤗  #NaatuNaatu #RamCharan #Oscars https://t.co/7MBLitQbAp https://t.co/WdBTASwtei|2023-02-14 18:53:47+00:00
ThomasElliottG|I’ve finally watched Everything Everywhere All At Once (2022) and I am absolutely mind blown. So much creativity, heart and craftsmanship on show. Cried numerous times, laughed and smiled a lot.  Deserves all the Oscars 👏🏼✨ https://t.co/slXLMGrPyl|2023-02-14 18:53:40+00:00
nagase69083194|Malala and Tom Cruise, together at last #Oscars #NomineesLuncheon https://t.co/HdA7uUZOsr|2023-02-14 18:53:35+00:00
maggiecooper12|Austin Butler says meeting Tom Cruise for the first time, at the annual #Oscars luncheon, was "very surreal." https://t.co/E4wZF6gzi5|2023-02-14 18:53:31+00:00
szilviade_|Tom Cruise at the Oscars Luncheon https://t.co/8m1kuzKJxE|2023-02-14 18:53:12+00:00
Lady_Di_W|THE SILENCE OF THE LAMBS was released on this day 1991. It went on to make history by being one of only three films to win Best Picture, Director, Actor, Actress and Screenplay at the Oscars. https://t.co/4c7ViJdVIl|2023-02-14 18:52:58+00:00
alvaroolyntho|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 18:52:41+00:00
Chishiki_No_Umi|@rojjot Kevin hart was asked to apologise for his old tweets. He refused to repeat himself, and chose to not host. And then everyone next in line ran away from hosting the oscars as they did not want anything to do with them and their feud with Hart.|2023-02-14 18:52:40+00:00
macoproject|👉  Tom Kutcher, an incredible set costumer has helped contribute to the making of a number of critically acclaimed films, including the recent war film, All Quiet on the Western Front which has been nominated for nine #Oscars and provides a wider look on a classic tale. 🍿|2023-02-14 18:52:17+00:00
SlainKinsman|they will aggressively push the winners to do short speeches and will still present at least a near-record-length oscars telecast because they just end up using that time in much worse ways (painful host riffing) https://t.co/i4snbjNge2|2023-02-14 18:52:04+00:00
FlickNook|Who has won the most #Oscars?  #FlickNook #FabTrivia #HollywoodTrivia  https://t.co/v5MPCevZHq https://t.co/MO2Amqzsnl|2023-02-14 18:52:00+00:00
Waheedtmb9801g1|Cuz we just hanging with OGs !! So blessed to have been in a room full of great talent. And to cheer for our country’s biggest achievements and potential wins for #Allthatbreathes #TheElephantwhisperer #RRR AT THE OSCARS this year. https://t.co/zAcdtYVR3r|2023-02-14 18:51:59+00:00
pepicoo16|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 18:51:12+00:00
jensenfanchile|Ke Huy Quan has shared his selfies with Tom Cruise, Brendan Fraser, Hong Chau, Angela Bassett and Brian Tyree Henry from the #Oscars luncheon. https://t.co/6etbLnUrd9|2023-02-14 18:51:00+00:00
TheLexiCinema|A few days to go until Women Talking hits our screens! DOP Luc Montpellier and Director Sarah Polley discuss the film's visual language in this featurette 👇 #Oscars #WomenTalking https://t.co/sUe4JVh6rM|2023-02-14 18:51:00+00:00
mariza_m3k|https://t.co/F016TeEsmb  #YouTube  Fred Astaire Cuts Loose: 1970 Oscars https://t.co/jPMHQaXvOq|2023-02-14 18:50:57+00:00
knfw00|Mine too! On to her win! #MichelleYeoh #EEAAO #Oscars https://t.co/wHiEdwnhcN|2023-02-14 18:50:51+00:00
nacidadenuev0|Barbados DO SOMETHING #Oscars #OhioTrainDisaster Sandy Hook Rihanna Nikki Haley South Carolina Gretchen Whitmer Kirby Camilla #GunControlNow The NRA #GunReformNow Roses Spring Training Make in India Guns Enugu Nnamdi Kanu #VienenJuiciosALaTierra https://t.co/hSltlfDThZ|2023-02-14 18:50:48+00:00
zarvindale|Oscars 2024 Best Original Song winner https://t.co/TZNXrjgjP8|2023-02-14 18:50:11+00:00
alice_snow28|The class photo for the 2023 #Oscars https://t.co/y4FcSCzl39|2023-02-14 18:49:40+00:00
ohsukah|Asian Excellence at the 2023 #Oscars Luncheon. Nominees Ke Huy Quan, Stephanie Hsu, Hong Chau and Michelle Yeoh! 🔥🙏🏼🌈 #AsianExcellence https://t.co/oAQKvCcnkM|2023-02-14 18:49:40+00:00
johnny_b_allen|@hshamill @carlquintanilla @rihanna @Variety @AppleMusic @NFL Rihanna’s always been relevant year after year; next time we see her — and her baby bump — will be at the #Oscars next month (she’s up for Original Song).|2023-02-14 18:49:24+00:00
itsmesmsai|Go inside the #OscarsLuncheon with Austin Butler, Brendan Fraser, Hong Chau, Tom Cruise, Steven Spielberg, Jenny Slate, the faces of #EEAAO , #RRR and more of Hollywood's finest: https://t.co/7lag8zCGZX https://t.co/h9nz5n4i6d|2023-02-14 18:49:22+00:00
NormanGoldenll|Applause was strong for Michelle Yeoh, Jamie Lee Curtis, Austin Butler, Steven Spielberg, and more at the 2023 Oscar nominees luncheon — see their class photo.  https://t.co/yNSwBHave3|2023-02-14 18:49:21+00:00
KLSOUNDARARAJAN|Tom Cruise attends the 95th Annual Oscars Nominees Luncheon at The Beverly Hilton on February 13, 2023 📸 [via theacademy/IG story] https://t.co/eWnmhDmeDk|2023-02-14 18:49:00+00:00
JenNinjaTurtle|Colin Farrell  Oscars Class Photo 2023 The Coolest Graduation Picture Ever #ColinFarrell https://t.co/Zg7HQRaqbB|2023-02-14 18:49:00+00:00
Oscars_Daddy|So cute! 💕 https://t.co/0YNhZjpaK9|2023-02-14 18:48:56+00:00
ANDIBLAIR1492|tom cruise will forever be more relevant than the oscars 🙏 https://t.co/M3X8oHRylD|2023-02-14 18:48:46+00:00
PedroPascalNews|@AxelKuschevatzk @Variety @BombitaDarin @BAFTA @TheAcademy @fedeposter @chinodarin @SantiagoMitre @p_lanzani @cindyteperman @javiera72 @PhineasGlynn @AmazonStudios Congrats on this A-list movie! The Oscars are coming! @javiera72|2023-02-14 18:48:42+00:00
fuggirls|"Despite this clickbait headline, people ditch the Oscars luncheon on occasion and it doesn’t always necessarily have to do with having a VERY weird series of events around their nominations culminating in an investigation." OR DOES IT? (No Ana either.)  https://t.co/6Kc5MSGYQ5|2023-02-14 18:47:56+00:00
ad_ilkhan|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 18:47:41+00:00
jemabean1|Who needs flowers when you can get an Oscars instead??! 😂🤣😍🥰❤️ Happy Valentines Day everyone!!! https://t.co/JX7KfkceFJ|2023-02-14 18:47:37+00:00
mariacllady|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 18:47:19+00:00
OscarFilmFC|@NextBestPicture @InSessionFilm @Road2Oscars @OscarRunnerUp @expert_oscar @MMandOscar @oscars_central @AwardsConnect @Robertdoc1984 @BryanSudfield @thediegoandaluz I have it at number 2 right now behind EEAAO. I’ve got Field winning director too, but it may be my TÁRhead bias|2023-02-14 18:46:52+00:00
rohit45ntr|Lyricist @boselyricist Garu with @TomCruise 🤯🔥❤️‍🔥.  #RRRMovie #TopGunMaverick #Oscars https://t.co/XGzjJt8Nhb|2023-02-14 18:46:49+00:00
Iharaaaaaaa|THE SILENCE OF THE LAMBS was released on this day 1991. It went on to make history by being one of only three films to win Best Picture, Director, Actor, Actress and Screenplay at the Oscars. https://t.co/4c7ViJdVIl|2023-02-14 18:46:43+00:00
Taylor_N_S_|“He is very much still part of this moment and still of this journey.”  #Oscars nominee Angela Bassett shares the importance of honoring Chadwick Boseman’s legacy in Black Panther: #WakandaForever. #OscarsLuncheon https://t.co/fMQne0qTwU|2023-02-14 18:46:38+00:00
thebuscadora|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 18:46:10+00:00
ScreamingAges|2023 HORROR OSCARS TIE-BREAKER!  Which nominee deserves to win Best Supporting Performance in a horror feature (2022)?|2023-02-14 18:46:09+00:00
rathi_anshul|@dvasishtha Okay, lots of unsolicited comments here. I ran Oscars entire credentialing system for 5 years and was infamously “one man credentialing army”. So have evaluated every vendor in the market. That’s my experience- I could be wrong and open to change my opinion (n/n)|2023-02-14 18:46:07+00:00
panpeterquill|Tom Cruise and Bill Nighy are Angela Bassett’s biggest fans 🥹 #Oscars https://t.co/9pM0sxdat6 https://t.co/10VbbmEPdY|2023-02-14 18:45:57+00:00
bet_nola|95th Academy Awards odds are out: See who's favored to win the major Oscars  https://t.co/jtD3GzaCM3|2023-02-14 18:45:52+00:00
MichaelRoubain|"Arthur's Theme" Wins Original Song: 1982 Oscars --https://t.co/SX2T9VA71X|2023-02-14 18:45:49+00:00
KrithiDrlng|Lyricist @boselyricist Garu with @TomCruise 🤯🔥❤️‍🔥.  #RRRMovie #TopGunMaverick #Oscars https://t.co/XGzjJt8Nhb|2023-02-14 18:45:26+00:00
Bhavya_v2|Paul Mescal talks starring opposite Andrew Scott in Andrew Haigh’s ‘STRANGERS’:   “[Andrew] Scott is going to be– touch wood, from my watching on my end, that was beautiful. His performance was so good, just being beside him.”  https://t.co/7Al1PnBUqL https://t.co/8UXMPekQbZ|2023-02-14 18:45:26+00:00
